type,class,order,family,genus,sci_name_orig,sci_name_fb,comm_name,habitat,lh_catg
finfish,Actinopterygii,Elopiformes,Megalopidae,Megalops,Megalops cyprinoides,Megalops cyprinoides,Indo-Pacific tarpon,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Gasterosteiformes,Gasterosteidae,Gasterosteus,Gasterosteus aculeatus,Gasterosteus aculeatus,Three-spined stickleback,benthopelagic,Miscellaneous coastal fishes
finfish,Elasmobranchii,Rajiformes,Rajidae,Amblyraja,Raja georgiana,Amblyraja georgiana,Antarctic starry skate,bathydemersal,"Sharks, rays, chimaeras"
invertebrate,Malacostraca,Euphausiacea,Euphausiidae,Euphausia,Euphausia superba,Euphausia superba,Antarctic krill,pelagic,"Shrimps, prawns"
finfish,Actinopterygii,Gadiformes,Macrouridae,Macrourus,Macrourus whitsoni,Macrourus whitsoni,Whitson's grenadier,bathypelagic,"Cods, hakes, haddocks"
finfish,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja eatonii,Bathyraja eatonii,Eaton's skate,demersal,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Gadiformes,Gadidae,Micromesistius,Micromesistius australis,Micromesistius australis,Southern blue whiting,benthopelagic,"Cods, hakes, haddocks"
finfish,Elasmobranchii,Squatiniformes,Squatinidae,Squatina,Squatina argentina,Squatina argentina,Argentine angelshark,demersal,"Sharks, rays, chimaeras"
invertebrate,Malacostraca,Decapoda,Lithodidae,Paralomis,Paralomis granulosa,Paralomis granulosa,Softshell red crab,demersal,"Crabs, sea-spiders"
finfish,Actinopterygii,Gasterosteiformes,Hypoptychidae,Hypoptychus,Hypoptychus dybowskii,Hypoptychus dybowskii,Korean sandlance,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Gadiformes,Moridae,Salilota,Salilota australis,Salilota australis,Tadpole codling,demersal,"Cods, hakes, haddocks"
finfish,Actinopterygii,Gonorynchiformes,Chanidae,Chanos,Chanos chanos,Chanos chanos,Milkfish,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Mugiliformes,Mugilidae,Mugil,Mugil cephalus,Mugil cephalus,Flathead grey mullet,benthopelagic,Miscellaneous coastal fishes
finfish,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja brachyurops,Bathyraja brachyurops,Broadnose skate,demersal,"Sharks, rays, chimaeras"
finfish,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja macloviana,Bathyraja macloviana,Patagonian skate,demersal,"Sharks, rays, chimaeras"
finfish,Elasmobranchii,Lamniformes,Odontaspididae,Carcharias,Carcharias taurus,Carcharias taurus,Sand tiger shark,reef-associated,"Sharks, rays, chimaeras"
finfish,Elasmobranchii,Hexanchiformes,Hexanchidae,Hexanchus,Hexanchus griseus,Hexanchus griseus,Bluntnose sixgill shark,bathydemersal,"Sharks, rays, chimaeras"
finfish,Elasmobranchii,Rajiformes,Arhynchobatidae,Atlantoraja,Raja cyclophora,Atlantoraja cyclophora,Eyespot skate,demersal,"Sharks, rays, chimaeras"
finfish,Elasmobranchii,Rajiformes,Arhynchobatidae,Sympterygia,Sympterygia acuta,Sympterygia acuta,Bignose fanskate,demersal,"Sharks, rays, chimaeras"
finfish,Elasmobranchii,Rajiformes,Arhynchobatidae,Sympterygia,Sympterygia bonapartii,Sympterygia bonapartii,Smallnose fanskate,demersal,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Myctophiformes,Myctophidae,Benthosema,Benthosema pterotum,Benthosema pterotum,Skinnycheek lanternfish,benthopelagic,Miscellaneous coastal fishes
finfish,Elasmobranchii,Rajiformes,Arhynchobatidae,Rioraja,Rioraja agassizi,Rioraja agassizii,Rio skate,demersal,"Sharks, rays, chimaeras"
finfish,Elasmobranchii,Rajiformes,Rajidae,Zearaja,Zearaja chilensis,Zearaja chilensis,Yellownose skate,demersal,"Sharks, rays, chimaeras"
finfish,Elasmobranchii,Rajiformes,Arhynchobatidae,Atlantoraja,Raja castelnaui,Atlantoraja castelnaui,Spotback skate,demersal,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Osmeriformes,Osmeridae,Hypomesus,Hypomesus pretiosus,Hypomesus pretiosus,Surf smelt,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Scombridae,Scomberomorus,Scomberomorus commerson,Scomberomorus commerson,Narrow-barred Spanish mackerel,pelagic-neritic,"Tunas, bonitos, billfishes"
finfish,Actinopterygii,Osmeriformes,Argentinidae,Glossanodon,Glossanodon semifasciatus,Glossanodon semifasciatus,Deep-sea smelt,benthopelagic,Miscellaneous coastal fishes
invertebrate,Malacostraca,Decapoda,Portunidae,Portunus,Portunus pelagicus,Portunus pelagicus,Blue swimming crab,reef-associated,"Crabs, sea-spiders"
finfish,Actinopterygii,Perciformes,Trichiuridae,Lepidopus,Lepidopus caudatus,Lepidopus caudatus,Silver scabbardfish,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Sparidae,Dentex,Dentex dentex,Dentex dentex,Common dentex,benthopelagic,Miscellaneous coastal fishes
invertebrate,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus cygnus,Panulirus cygnus,Australian spiny lobster,benthic,"Lobsters, spiny-rock lobsters"
finfish,Actinopterygii,Perciformes,Sparidae,Sarpa,Sarpa salpa,Sarpa salpa,Salema,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Scombridae,Thunnus,Thunnus maccoyii,Thunnus maccoyii,Southern bluefin tuna,pelagic-oceanic,"Tunas, bonitos, billfishes"
finfish,Actinopterygii,Perciformes,Scombridae,Sarda,Sarda australis,Sarda australis,Australian bonito,pelagic-neritic,"Tunas, bonitos, billfishes"
finfish,Actinopterygii,Perciformes,Scombridae,Scomberomorus,Scomberomorus semifasciatus,Scomberomorus semifasciatus,Broad-barred king mackerel,pelagic-neritic,"Tunas, bonitos, billfishes"
finfish,Actinopterygii,Perciformes,Sparidae,Pagellus,Pagellus erythrinus,Pagellus erythrinus,Common pandora,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Sparidae,Pagellus,Pagellus acarne,Pagellus acarne,Axillary seabream,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Sparidae,Oblada,Oblada melanura,Oblada melanura,Saddled seabream,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Sparidae,Pagrus,Pagrus pagrus,Pagrus pagrus,Red porgy,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Sparidae,Spondyliosoma,Spondyliosoma cantharus,Spondyliosoma cantharus,Black seabream,benthopelagic,Miscellaneous coastal fishes
invertebrate,Malacostraca,Decapoda,Palinuridae,Jasus,Jasus novaehollandiae,Jasus novaehollandiae,Southern rock lobster,demersal,"Lobsters, spiny-rock lobsters"
finfish,Actinopterygii,Perciformes,Carangidae,Trachurus,Trachurus trecae,Trachurus trecae,Cunene horse mackerel,benthopelagic,Miscellaneous coastal fishes
invertebrate,Bivalvia,Mytiloida,Mytilidae,Mytilus,Mytilus planulatus,Mytilus planulatus,Australian mussel,demersal,"Clams, cockles, arkshells"
invertebrate,Malacostraca,Decapoda,Palinuridae,Sagmariasus,Jasus verreauxi,Sagmariasus verreauxi,Green rock lobster,benthic,"Lobsters, spiny-rock lobsters"
finfish,Actinopterygii,Perciformes,Trichiuridae,Trichiurus,Trichiurus lepturus,Trichiurus lepturus,Largehead hairtail,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Sciaenidae,Argyrosomus,Argyrosomus regius,Argyrosomus regius,Meagre,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Stromateidae,Stromateus,Stromateus fiatola,Stromateus fiatola,Blue butterfish,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Sparidae,Dentex,Dentex macrophthalmus,Dentex macrophthalmus,Large-eye dentex,benthopelagic,Miscellaneous coastal fishes
invertebrate,Gastropoda,Patellogastropoda,Haliotidae,Haliotis,Haliotis rubra,Haliotis rubra,Blacklip abalone,demersal,"Abalones, winkles, conchs"
finfish,Elasmobranchii,Squaliformes,Somniosidae,Somniosus,Somniosus pacificus,Somniosus pacificus,Pacific sleeper shark,benthopelagic,"Sharks, rays, chimaeras"
finfish,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja murrayi,Bathyraja murrayi,Murray's skate,demersal,"Sharks, rays, chimaeras"
finfish,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja irrasa,Bathyraja irrasa,Kerguelen sandpaper skate,bathydemersal,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Perciformes,Scombridae,Euthynnus,Euthynnus affinis,Euthynnus affinis,Kawakawa,pelagic-neritic,"Tunas, bonitos, billfishes"
finfish,Actinopterygii,Perciformes,Carangidae,Caranx,Caranx rhonchus,Caranx rhonchus,False scad,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Haemulidae,Brachydeuterus,Brachydeuterus auritus,Brachydeuterus auritus,Bigeye grunt,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Centrolophidae,Schedophilus,Schedophilus pemarco,Schedophilus pemarco,Pemarco blackfish,benthopelagic,Miscellaneous coastal fishes
invertebrate,Malacostraca,Decapoda,Penaeidae,Penaeus,Penaeus monodon,Penaeus monodon,Giant tiger prawn,benthic,"Shrimps, prawns"
finfish,Actinopterygii,Perciformes,Serranidae,Acanthistius,Acanthistius brasilianus,Acanthistius brasilianus,Argentine seabass,benthopelagic,Miscellaneous coastal fishes
invertebrate,Bivalvia,Veneroida,Mesodesmatidae,Paphies,Paphies australis,Paphies australis,Pipi wedge clam,benthic,"Clams, cockles, arkshells"
finfish,Actinopterygii,Perciformes,Stromateidae,Peprilus,Peprilus paru,Peprilus paru,American harvestfish,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Eleginopsidae,Eleginops,Eleginops maclovinus,Eleginops maclovinus,Patagonian blennie,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Gadiformes,Merlucciidae,Macruronus,Macruronus novaezelandiae,Macruronus novaezelandiae,Blue grenadier,benthopelagic,"Cods, hakes, haddocks"
finfish,Actinopterygii,Gadiformes,Macrouridae,Macrourus,Macrourus holotrachys,Macrourus holotrachys,Bigeye grenadier,bathydemersal,"Cods, hakes, haddocks"
finfish,Actinopterygii,Perciformes,Scombridae,Thunnus,Thunnus tonggol,Thunnus tonggol,Longtail tuna,pelagic-neritic,"Tunas, bonitos, billfishes"
finfish,Actinopterygii,Perciformes,Gempylidae,Thyrsites,Thyrsites atun,Thyrsites atun,Snoek,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Sciaenidae,Cynoscion,Cynoscion guatucupa,Cynoscion guatucupa,Stripped weakfish,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Carangidae,Seriola,Seriola lalandi,Seriola lalandi,Yellowtail amberjack,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Nototheniidae,Lepidonotothen,Notothenia squamifrons,Lepidonotothen squamifrons,Grey rockcod,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Nototheniidae,Nototheniops,Nototheniops larseni,Nototheniops larseni,Painted notie,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Channichthyidae,Champsocephalus,Champsocephalus gunnari,Champsocephalus gunnari,Mackerel icefish,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Centrolophidae,Seriolella,Seriolella porosa,Seriolella porosa,Choicy ruff,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Stromateidae,Stromateus,Stromateus brasiliensis,Stromateus brasiliensis,Southwest Atlantic butterfish,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Centrolophidae,Hyperoglyphe,Hyperoglyphe antarctica,Hyperoglyphe antarctica,Bluenose warehou,benthopelagic,Miscellaneous coastal fishes
finfish,Elasmobranchii,Rajiformes,Rajidae,Amblyraja,Raja taaf,Amblyraja taaf,Whiteleg skate,bathydemersal,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Gadiformes,Macrouridae,Macrourus,Macrourus caml,Macrourus caml,Caml grenadier,bathydemersal,"Cods, hakes, haddocks"
invertebrate,Malacostraca,Decapoda,Penaeidae,Melicertus,Penaeus latisulcatus,Melicertus latisulcatus,Western king prawn,benthic,"Shrimps, prawns"
invertebrate,Malacostraca,Decapoda,Penaeidae,Fenneropenaeus,Penaeus merguiensis,Fenneropenaeus merguiensis,Banana prawn,benthic,"Shrimps, prawns"
invertebrate,Malacostraca,Decapoda,Penaeidae,Metapenaeus,Metapenaeus endeavouri,Metapenaeus endeavouri,Endeavour shrimp,benthic,"Shrimps, prawns"
finfish,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,Mustelus antarcticus,Mustelus antarcticus,Gummy shark,demersal,"Sharks, rays, chimaeras"
finfish,Holocephali,Chimaeriformes,Callorhinchidae,Callorhinchus,Callorhinchus milii,Callorhinchus milii,Ghost shark,demersal,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Gadiformes,Macrouridae,Cynomacrurus,Cynomacrurus piriei,Cynomacrurus piriei,Dogtooth grenadier,bathypelagic,"Cods, hakes, haddocks"
finfish,Actinopterygii,Perciformes,Kyphosidae,Girella,Girella tricuspidata,Girella tricuspidata,Parore,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Sciaenidae,Atractoscion,Atractoscion aequidens,Atractoscion aequidens,Geelbek croaker,benthopelagic,Miscellaneous coastal fishes
invertebrate,Malacostraca,Decapoda,Epialtidae,Libinia,Libinia emarginata,Libinia emarginata,Portly spider crab,NA,"Crabs, sea-spiders"
invertebrate,Maxillopoda,Pedunculata,Pollicipedidae,Pollicipes,Pollicipes pollicipes,Pollicipes pollicipes,Barnacle,demersal,Barnacles
invertebrate,Malacostraca,Decapoda,Menippidae,Menippe,Menippe mercenaria,Menippe mercenaria,Black stone crab,demersal,"Crabs, sea-spiders"
finfish,Actinopterygii,Perciformes,Carangidae,Trachurus,Trachurus declivis,Trachurus declivis,Greenback horse mackerel,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Gempylidae,Rexea,Rexea solandri,Rexea solandri,Silver gemfish,benthopelagic,Miscellaneous coastal fishes
invertebrate,Malacostraca,Decapoda,Penaeidae,Penaeus,Penaeus semisulcatus,Penaeus semisulcatus,Green tiger prawn,benthic,"Shrimps, prawns"
finfish,Actinopterygii,Perciformes,Nototheniidae,Lindbergichthys,Nototheniops mizops,Lindbergichthys mizops,Toad notie,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Channichthyidae,Chaenodraco,Chaenodraco wilsoni,Chaenodraco wilsoni,Spiny icefish,benthopelagic,Miscellaneous coastal fishes
invertebrate,Malacostraca,Decapoda,Scyllaridae,Thenus,Thenus orientalis,Thenus orientalis,Flathead lobster,benthic,"Lobsters, spiny-rock lobsters"
invertebrate,Cephalopoda,Teuthida,Ommastrephidae,Ommastrephes,Ommastrephes bartrami,Ommastrephes bartramii,Neon flying squid,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Channichthyidae,Chionodraco,Chionodraco rastrospinosus,Chionodraco rastrospinosus,Ocellated icefish,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Centrolophidae,Seriolella,Seriolella brama,Seriolella brama,Common warehou,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Centrolophidae,Seriolella,Seriolella punctata,Seriolella punctata,Silver warehou,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Ariommatidae,Ariomma,Ariomma indica,Ariomma indicum,Indian driftfish,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Drepaneidae,Drepane,Drepane africana,Drepane africana,African sicklefish,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Sciaenidae,Pteroscion,Pteroscion peli,Pteroscion peli,Boe drum,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Carangidae,Selene,Selene setapinnis,Selene setapinnis,Atlantic moonfish,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Lobotidae,Lobotes,Lobotes surinamensis,Lobotes surinamensis,Tripletail,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Stromateidae,Peprilus,Peprilus triacanthus,Peprilus triacanthus,Atlantic butterfish,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Nototheniidae,Patagonotothen,Patagonotothen ramsayi,Patagonotothen ramsayi,Longtail Southern cod,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Pleuronectiformes,Bothidae,Bothus,Bothus pantherinus,Bothus pantherinus,Leopard flounder,reef-associated,"Flounders, halibuts, soles"
finfish,Actinopterygii,Perciformes,Sparidae,Pagellus,Pagellus bogaraveo,Pagellus bogaraveo,Blackspot(=red) seabream,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Sparidae,Argyrozona,Argyrozona argyrozona,Argyrozona argyrozona,Carpenter seabream,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Stromateidae,Pampus,Pampus argenteus,Pampus argenteus,Silver pomfret,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Haemulidae,Isacia,Isacia conceptionis,Isacia conceptionis,Cabinza grunt,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Cheilodactylidae,Cheilodactylus,Cheilodactylus variegatus,Cheilodactylus variegatus,Peruvian morwong,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Sciaenidae,Larimichthys,Larimichthys croceus,Larimichthys crocea,Large yellow croaker,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Sciaenidae,Larimichthys,Larimichthys polyactis,Larimichthys polyactis,Yellow croaker,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Sciaenidae,Pennahia,Pennahia argentata,Pennahia argentata,Silver croaker,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Centrolophidae,Psenopsis,Psenopsis anomala,Psenopsis anomala,Pacific rudderfish,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Sparidae,Diplodus,Diplodus annularis,Diplodus annularis,Annular seabream,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Clupeiformes,Clupeidae,Nematalosa,Nematalosa nasus,Nematalosa nasus,Bloch's gizzard shad,pelagic-neritic,"Herrings, sardines, anchovies"
finfish,Actinopterygii,Perciformes,Sparidae,Diplodus,Diplodus vulgaris,Diplodus vulgaris,Common two-banded seabream,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Sparidae,Diplodus,Diplodus puntazzo,Diplodus puntazzo,Sharpsnout seabream,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Sparidae,Dentex,Dentex gibbosus,Dentex gibbosus,Pink dentex,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Serranidae,Paralabrax,Paralabrax humeralis,Paralabrax humeralis,Peruvian rock seabass,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Sparidae,Centracanthus,Centracanthus cirrus,Centracanthus cirrus,Curled picarel,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Gempylidae,Ruvettus,Ruvettus pretiosus,Ruvettus pretiosus,Oilfish,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Carangidae,Chloroscombrus,Chloroscombrus orqueta,Chloroscombrus orqueta,Pacific bumper,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Carangidae,Selene,Selene peruviana,Selene peruviana,Peruvian moonfish,benthopelagic,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Lobotidae,Lobotes,Lobotes pacificus,Lobotes pacificus,Pacific tripletail,benthopelagic,Miscellaneous coastal fishes
